HAND_POS,0_x,0_y,0_z,1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z,12_x,12_y,12_z,13_x,13_y,13_z,14_x,14_y,14_z,15_x,15_y,15_z,16_x,16_y,16_z,17_x,17_y,17_z,18_x,18_y,18_z,19_x,19_y,19_z,20_x,20_y,20_z
0.0,0.3253380358219147,0.7084200382232666,4.1332378941660863e-07,0.37114453315734863,0.7038535475730896,-0.02888502925634384,0.4083402156829834,0.6633342504501343,-0.04190012440085411,0.4316459000110626,0.6215617060661316,-0.05186139792203903,0.46245521306991577,0.6040719151496887,-0.06184917688369751,0.3826718330383301,0.5515720248222351,-0.025603629648685455,0.39439254999160767,0.48093485832214355,-0.042262956500053406,0.4003373980522156,0.43403297662734985,-0.05609714612364769,0.40516287088394165,0.39322754740715027,-0.06637633591890335,0.35360559821128845,0.5400121212005615,-0.02326577715575695,0.3653438091278076,0.46316152811050415,-0.03868144005537033,0.37384703755378723,0.4118767976760864,-0.052154336124658585,0.38196372985839844,0.3687593340873718,-0.0612456239759922,0.3255895972251892,0.5442836880683899,-0.023939838632941246,0.3350943922996521,0.4712691903114319,-0.03985387831926346,0.34570595622062683,0.4264289140701294,-0.051167380064725876,0.3565632104873657,0.3885173797607422,-0.05786298215389252,0.2955722212791443,0.5622050166130066,-0.027185531333088875,0.29875922203063965,0.504054069519043,-0.042741820216178894,0.3042164742946625,0.46830984950065613,-0.05024541914463043,0.31119680404663086,0.43582019209861755,-0.05399767681956291
1.0,0.7060449123382568,0.6948376297950745,4.1552630136720836e-07,0.6597869396209717,0.6857128143310547,-0.027576901018619537,0.6273124814033508,0.6356799602508545,-0.04138699173927307,0.6126723289489746,0.5865288376808167,-0.051544420421123505,0.5907874703407288,0.5514517426490784,-0.061513546854257584,0.6567967534065247,0.5403000712394714,-0.02707604691386223,0.6549293398857117,0.473227858543396,-0.04469403997063637,0.6544197201728821,0.42986005544662476,-0.05999540910124779,0.6541991829872131,0.39158785343170166,-0.07119832932949066,0.6860621571540833,0.5326095819473267,-0.026261158287525177,0.684457004070282,0.4579014182090759,-0.041174113750457764,0.6821792125701904,0.40836477279663086,-0.0548245795071125,0.6787394285202026,0.3668564558029175,-0.06472931802272797,0.7137399911880493,0.5410181283950806,-0.0285977553576231,0.71341472864151,0.4688032567501068,-0.043984513729810715,0.710242748260498,0.4217398762702942,-0.05517050251364708,0.7059202194213867,0.3802052140235901,-0.06293646991252899,0.7411421537399292,0.5612770318984985,-0.03333282470703125,0.7444115877151489,0.5044411420822144,-0.048462189733982086,0.7436769008636475,0.46690309047698975,-0.05599667876958847,0.7405669689178467,0.4321177005767822,-0.0607076995074749
0.0,0.3224174380302429,0.7183593511581421,4.142519287597679e-07,0.3703947067260742,0.7056156396865845,-0.02650371752679348,0.40757864713668823,0.6653316020965576,-0.03875446692109108,0.43036872148513794,0.6231725215911865,-0.048690780997276306,0.4594309329986572,0.6033459901809692,-0.0582830011844635,0.3821623921394348,0.5491823554039001,-0.01935492642223835,0.39577817916870117,0.4794124662876129,-0.03457800671458244,0.4013111889362335,0.43357008695602417,-0.04823963716626167,0.4058249592781067,0.3930245637893677,-0.05835580825805664,0.35396039485931396,0.5382115840911865,-0.018257055431604385,0.3673376739025116,0.46172234416007996,-0.03082323633134365,0.3758890926837921,0.41083014011383057,-0.04286063835024834,0.38413724303245544,0.3680482506752014,-0.05170482397079468,0.3261268734931946,0.5429803133010864,-0.020448410883545876,0.33503881096839905,0.4716722071170807,-0.03299572691321373,0.3456788659095764,0.4262577295303345,-0.04254557192325592,0.356782466173172,0.38745635747909546,-0.04899303615093231,0.29605498909950256,0.5609462857246399,-0.025474602356553078,0.297856867313385,0.5039182901382446,-0.036963578313589096,0.3030601441860199,0.4690803289413452,-0.041732557117938995,0.31020450592041016,0.436987042427063,-0.04450542479753494
1.0,0.7078262567520142,0.7053541541099548,3.506717689560901e-07,0.6589686870574951,0.6864938735961914,-0.023665715008974075,0.6262948513031006,0.6335824131965637,-0.035084743052721024,0.6108608841896057,0.5832303166389465,-0.044093821197748184,0.5884186625480652,0.5467188358306885,-0.05305548384785652,0.6554569005966187,0.5397011637687683,-0.019508779048919678,0.6539536714553833,0.47201454639434814,-0.03577375039458275,0.654367208480835,0.4295217990875244,-0.050128206610679626,0.6558867692947388,0.3910439610481262,-0.06074972823262215,0.6848141551017761,0.5326614379882812,-0.020304054021835327,0.6839140057563782,0.4554492235183716,-0.03360842540860176,0.6822492480278015,0.40668410062789917,-0.04657084122300148,0.6798434853553772,0.36433789134025574,-0.05642334371805191,0.7118083834648132,0.5416039228439331,-0.024350417777895927,0.7132444381713867,0.46849745512008667,-0.03836547210812569,0.7113216519355774,0.4216127395629883,-0.04916718602180481,0.7080132365226746,0.37917792797088623,-0.057161763310432434,0.738787055015564,0.5625277161598206,-0.030653489753603935,0.7429457902908325,0.5054933428764343,-0.04438241943717003,0.7427111268043518,0.4680039584636688,-0.05132018402218819,0.740218997001648,0.43208152055740356,-0.05610933154821396
0.0,0.32265692949295044,0.7224774360656738,3.6109796042183007e-07,0.37073707580566406,0.70658940076828,-0.025228414684534073,0.4068485200405121,0.6656526923179626,-0.037105806171894073,0.4278987944126129,0.6225613951683044,-0.04709499329328537,0.45670557022094727,0.6016674041748047,-0.05675126239657402,0.38206228613853455,0.5493175983428955,-0.01867849752306938,0.3944160044193268,0.47818249464035034,-0.033356934785842896,0.3994832932949066,0.4330900311470032,-0.04634956642985344,0.4038415551185608,0.3937451243400574,-0.05591026693582535,0.35267117619514465,0.5391854643821716,-0.017896126955747604,0.3640396296977997,0.4634450674057007,-0.029316283762454987,0.3713257610797882,0.4144250750541687,-0.04016653075814247,0.37870100140571594,0.37368324398994446,-0.04838764667510986,0.324453204870224,0.5446796417236328,-0.020326822996139526,0.3316591680049896,0.47423088550567627,-0.03153596818447113,0.34004926681518555,0.4299597144126892,-0.040156204253435135,0.34968239068984985,0.3927745819091797,-0.04640272259712219,0.29476189613342285,0.5636532306671143,-0.025589317083358765,0.291464239358902,0.5096966624259949,-0.03580412641167641,0.2927058935165405,0.47768497467041016,-0.039797186851501465,0.2959654927253723,0.44907766580581665,-0.042195674031972885
1.0,0.7067084908485413,0.7085456252098083,3.222163229565922e-07,0.6564540863037109,0.6866671442985535,-0.019175373017787933,0.6246384382247925,0.6336185336112976,-0.02876202203333378,0.6106014847755432,0.5818368196487427,-0.037082489579916,0.5869936347007751,0.5486286878585815,-0.04575340822339058,0.6555230617523193,0.5396972298622131,-0.014256599359214306,0.6537284255027771,0.4712795615196228,-0.03007185086607933,0.6543572545051575,0.428594708442688,-0.044500742107629776,0.6558932662010193,0.38988053798675537,-0.055145636200904846,0.6843730807304382,0.5326349139213562,-0.017288781702518463,0.6842591762542725,0.4543766975402832,-0.029702575877308846,0.6824046969413757,0.40574508905410767,-0.04223957657814026,0.679457426071167,0.3635711073875427,-0.05200628191232681,0.7106987833976746,0.5411482453346252,-0.02342013083398342,0.7131139636039734,0.4677277207374573,-0.036167025566101074,0.711288332939148,0.4212764501571655,-0.04555587098002434,0.7078016400337219,0.3796861469745636,-0.05280512571334839,0.7372866868972778,0.5619477033615112,-0.03168170526623726,0.7434357404708862,0.5045403242111206,-0.043635424226522446,0.7442497611045837,0.46664100885391235,-0.049069829285144806,0.7423607110977173,0.4309392273426056,-0.053035393357276917
0.0,0.32380008697509766,0.7246246337890625,3.787678792832594e-07,0.37207233905792236,0.7074066400527954,-0.0238743107765913,0.40769076347351074,0.6655022501945496,-0.035628873854875565,0.4302273392677307,0.6240351796150208,-0.045644644647836685,0.45991718769073486,0.6040053963661194,-0.05545083060860634,0.382414311170578,0.549866795539856,-0.01738107018172741,0.3941947817802429,0.4794614911079407,-0.03204381465911865,0.39976876974105835,0.43465131521224976,-0.04524560645222664,0.4048715829849243,0.395047128200531,-0.05498722940683365,0.3540952205657959,0.540000319480896,-0.01717877760529518,0.367169588804245,0.463066041469574,-0.02879532240331173,0.3764742910861969,0.4137965440750122,-0.03990678861737251,0.38584551215171814,0.3717505633831024,-0.04832417890429497,0.32646968960762024,0.5455188751220703,-0.020089417695999146,0.3360138535499573,0.47393798828125,-0.03130917623639107,0.346042275428772,0.4277091920375824,-0.040079716593027115,0.3570764362812042,0.38822582364082336,-0.04640280082821846,0.29704153537750244,0.5644223690032959,-0.025678042322397232,0.29775819182395935,0.5079927444458008,-0.03569848835468292,0.3014688491821289,0.4729512929916382,-0.03968198969960213,0.3067868649959564,0.44037550687789917,-0.042203549295663834
1.0,0.7069689631462097,0.7087273001670837,3.2181188203139754e-07,0.6568591594696045,0.6858822703361511,-0.02025936171412468,0.6249560117721558,0.6326891779899597,-0.030636388808488846,0.6102465987205505,0.5808219909667969,-0.039629966020584106,0.5857427716255188,0.5481928586959839,-0.04901732876896858,0.6552817225456238,0.5405135154724121,-0.01596774533390999,0.6532958149909973,0.4720039367675781,-0.0327380895614624,0.6542065143585205,0.4294081926345825,-0.047622811049222946,0.6561309099197388,0.3900330364704132,-0.05857575312256813,0.6845189929008484,0.5336444973945618,-0.018778806552290916,0.6841939091682434,0.45584094524383545,-0.032415829598903656,0.6830869317054749,0.40814459323883057,-0.04539099335670471,0.681019127368927,0.3657664954662323,-0.05544338747859001,0.7111625671386719,0.5421354174613953,-0.02476159669458866,0.7138010263442993,0.4692751169204712,-0.03867461904883385,0.7124161124229431,0.42300981283187866,-0.04807315021753311,0.7095373272895813,0.3812400996685028,-0.05518583953380585,0.7381173372268677,0.5626888871192932,-0.032936904579401016,0.7443110346794128,0.5044626593589783,-0.045631807297468185,0.7460078001022339,0.46584951877593994,-0.051102541387081146,0.7453514337539673,0.4290289282798767,-0.05506541207432747
0.0,0.32078877091407776,0.7227020263671875,3.6732757280333317e-07,0.37083855271339417,0.7065065503120422,-0.02306883968412876,0.40600407123565674,0.664299726486206,-0.03378668427467346,0.4286394715309143,0.6216170787811279,-0.04306522756814957,0.4579195976257324,0.6026816368103027,-0.05224204063415527,0.3816629648208618,0.5502775311470032,-0.01596060022711754,0.39448311924934387,0.4808512330055237,-0.029812611639499664,0.4001542925834656,0.4370523691177368,-0.042438823729753494,0.40496888756752014,0.39836663007736206,-0.051927633583545685,0.35293737053871155,0.5398093461990356,-0.01591918244957924,0.3665928244590759,0.46392154693603516,-0.02686636708676815,0.375388503074646,0.41516390442848206,-0.037559378892183304,0.38397759199142456,0.37410324811935425,-0.045788686722517014,0.32501447200775146,0.5449792742729187,-0.019015252590179443,0.3337823152542114,0.47342586517333984,-0.02975001558661461,0.34301239252090454,0.4280853271484375,-0.03859806805849075,0.3533119261264801,0.3892730474472046,-0.045148465782403946,0.29559415578842163,0.5632405877113342,-0.02478431910276413,0.296290785074234,0.5083240866661072,-0.03461107984185219,0.2997414171695709,0.47431623935699463,-0.03893905133008957,0.304941862821579,0.44284290075302124,-0.04187363386154175
1.0,0.7080176472663879,0.7078870534896851,3.315730339181755e-07,0.6577638983726501,0.686805009841919,-0.02137790620326996,0.6254319548606873,0.6344278454780579,-0.03212428092956543,0.6110978722572327,0.5817840695381165,-0.0410856269299984,0.5870964527130127,0.5474769473075867,-0.05025138705968857,0.6553238034248352,0.5395296216011047,-0.017430255189538002,0.653325617313385,0.47064313292503357,-0.03382198140025139,0.6540755033493042,0.42820805311203003,-0.04839789867401123,0.6556764245033264,0.38908320665359497,-0.05916482210159302,0.6844738125801086,0.5322879552841187,-0.019482741132378578,0.6839653849601746,0.4541293978691101,-0.03245759382843971,0.6828721761703491,0.40662193298339844,-0.04487011954188347,0.6806163787841797,0.36459189653396606,-0.054613277316093445,0.7111419439315796,0.5407838821411133,-0.02474442683160305,0.71331387758255,0.46779361367225647,-0.038177818059921265,0.7117535471916199,0.42198848724365234,-0.047483958303928375,0.7085106372833252,0.380656361579895,-0.054638419300317764,0.7383663058280945,0.5612712502479553,-0.03227883577346802,0.7444210052490234,0.5027256011962891,-0.04481389746069908,0.7461866140365601,0.4644514322280884,-0.050413452088832855,0.7454596161842346,0.4279017448425293,-0.05448679253458977
